name	dataset	caption	audio_path	duration	mel_path	struct_cap
A_man_is_speaking_then_a_sewing_machine_briefly_turns_on_and_off.wav	audiocaps	A man is speaking then a sewing machine briefly turns on and off	audio_wav_train/A_man_is_speaking_then_a_sewing_machine_briefly_turns_on_and_off.wav	10.0	audio_wav_train_mel/A_man_is_speaking_then_a_sewing_machine_briefly_turns_on_and_off_mel.npy.npy	<male voice speaking& all>@<sewing machine turns on and off& mid>
A_horse_is_trotting_and_neighs_lightly.wav	audiocaps	A horse is trotting and neighs lightly	audio_wav_train/A_horse_is_trotting_and_neighs_lightly.wav	10.0	audio_wav_train_mel/A_horse_is_trotting_and_neighs_lightly_mel.npy.npy	<horse trotting& all>@<horse neighs lightly& mid>
Loud_burps_and_talking_through_burps.wav	audiocaps	Loud burps and talking through burps	audio_wav_train/Loud_burps_and_talking_through_burps.wav	10.0	audio_wav_train_mel/Loud_burps_and_talking_through_burps_mel.npy.npy	<loud burps& all>@<talking through burps& all>
A_male_voice_speaks_assertively_as_bursting_sound_effects_are_triggered.wav	audiocaps	A male voice speaks assertively as bursting sound effects are triggered	audio_wav_train/A_male_voice_speaks_assertively_as_bursting_sound_effects_are_triggered.wav	10.0	audio_wav_train_mel/A_male_voice_speaks_assertively_as_bursting_sound_effects_are_triggered_mel.npy.npy	<male voice speaks assertively& all>@<bursting sound effects triggered& all>
Guitar_music_playing_with_birds_chirping_then_a_man_sings.wav	audiocaps	Guitar music playing with birds chirping then a man sings	audio_wav_train/Guitar_music_playing_with_birds_chirping_then_a_man_sings.wav	10.0	audio_wav_train_mel/Guitar_music_playing_with_birds_chirping_then_a_man_sings_mel.npy.npy	<guitar music playing& start>@<birds chirping& mid>@<man sings& end>
Phone_is_ringing_and_woman_is_talking.wav	audiocaps	Phone is ringing and woman is talking	audio_wav_train/Phone_is_ringing_and_woman_is_talking.wav	10.0	audio_wav_train_mel/Phone_is_ringing_and_woman_is_talking_mel.npy.npy	<phone is ringing& all>@<woman is talking& all>
Dishes_clank_as_a_woman_talks.wav	audiocaps	Dishes clank as a woman talks	audio_wav_train/Dishes_clank_as_a_woman_talks.wav	10.0	audio_wav_train_mel/Dishes_clank_as_a_woman_talks_mel.npy.npy	<woman talks& all>@<dishes clank& all>
An_aircraft_engine_sharply_running.wav	audiocaps	An aircraft engine sharply running	audio_wav_train/An_aircraft_engine_sharply_running.wav	10.0	audio_wav_train_mel/An_aircraft_engine_sharply_running_mel.npy.npy	<aircraft engine running& all>
Humming_and_whooshing_of_a_helicopter_hovering_close.wav	audiocaps	Humming and whooshing of a helicopter hovering close	audio_wav_train/Humming_and_whooshing_of_a_helicopter_hovering_close.wav	10.0	audio_wav_train_mel/Humming_and_whooshing_of_a_helicopter_hovering_close_mel.npy.npy	<humming and whooshing of a helicopter hovering close& all>
Water_is_gurgling_and_intermittent_hissing_is_occurring.wav	audiocaps	Water is gurgling and intermittent hissing is occurring	audio_wav_train/Water_is_gurgling_and_intermittent_hissing_is_occurring.wav	10.0	audio_wav_train_mel/Water_is_gurgling_and_intermittent_hissing_is_occurring_mel.npy.npy	<water gurgling& all>@<intermittent hissing& all>
A_water_faucet_is_running_then_turned_off.wav	audiocaps	A water faucet is running then turned off	audio_wav_train/A_water_faucet_is_running_then_turned_off.wav	10.0	audio_wav_train_mel/A_water_faucet_is_running_then_turned_off_mel.npy.npy	<water faucet running& start>@<water faucet turned off& end>
Continuous_clip-clopping.wav	audiocaps	Continuous clip-clopping	audio_wav_train/Continuous_clip-clopping.wav	10.0	audio_wav_train_mel/Continuous_clip-clopping_mel.npy.npy	<continuous clip-clopping& all>
Vehicles_driving_by_as_emergency_and_police_sirens_wail.wav	audiocaps	Vehicles driving by as emergency and police sirens wail	audio_wav_train/Vehicles_driving_by_as_emergency_and_police_sirens_wail.wav	10.0	audio_wav_train_mel/Vehicles_driving_by_as_emergency_and_police_sirens_wail_mel.npy.npy	<vehicles driving by& all>@<emergency sirens wail& start>@<police sirens wail& mid>
A_large_crowd_applauds_and_screams_in_unison.wav	audiocaps	A large crowd applauds and screams in unison	audio_wav_train/A_large_crowd_applauds_and_screams_in_unison.wav	10.0	audio_wav_train_mel/A_large_crowd_applauds_and_screams_in_unison_mel.npy.npy	<large crowd applauds and screams in unison& all>
An_emergency_siren_wailing_as_a_man_speaks_over_a_radio_while_a_muffled_vehicle_engine_accelerates_followed_by_another_man_yelling_in_the_distance.wav	audiocaps	An emergency siren wailing as a man speaks over a radio while a muffled vehicle engine accelerates followed by another man yelling in the distance	audio_wav_train/An_emergency_siren_wailing_as_a_man_speaks_over_a_radio_while_a_muffled_vehicle_engine_accelerates_followed_by_another_man_yelling_in_the_distance.wav	10.0	audio_wav_train_mel/An_emergency_siren_wailing_as_a_man_speaks_over_a_radio_while_a_muffled_vehicle_engine_accelerates_followed_by_another_man_yelling_in_the_distance_mel.npy.npy	<emergency siren wailing& all>@<man speaks over radio& all>@<muffled vehicle engine accelerates& mid>@<man yelling in the distance& end>
An_adult_male_speaks,_scraping_occurs,_then_metal_tinkles.wav	audiocaps	An adult male speaks, scraping occurs, then metal tinkles	audio_wav_train/An_adult_male_speaks,_scraping_occurs,_then_metal_tinkles.wav	10.0	audio_wav_train_mel/An_adult_male_speaks,_scraping_occurs,_then_metal_tinkles_mel.npy.npy	<adult male speaks& all>@<scraping occurs& mid>@<metal tinkles& end>
The_barking_sound_of_a_dog_is_heard_with_other_animals_there.wav	audiocaps	The barking sound of a dog is heard with other animals there	audio_wav_train/The_barking_sound_of_a_dog_is_heard_with_other_animals_there.wav	10.0	audio_wav_train_mel/The_barking_sound_of_a_dog_is_heard_with_other_animals_there_mel.npy.npy	<dog barking& all>@<other animals sounds& all>
Water_is_running_softly_out_of_a_tap_and_a_man_is_talking_quietly.wav	audiocaps	Water is running softly out of a tap and a man is talking quietly	audio_wav_train/Water_is_running_softly_out_of_a_tap_and_a_man_is_talking_quietly.wav	10.0	audio_wav_train_mel/Water_is_running_softly_out_of_a_tap_and_a_man_is_talking_quietly_mel.npy.npy	<water running softly out of a tap& all>@<man talking quietly& all>
A_male_burps_then_girls_talking_and_burping.wav	audiocaps	A male burps then girls talking and burping	audio_wav_train/A_male_burps_then_girls_talking_and_burping.wav	10.0	audio_wav_train_mel/A_male_burps_then_girls_talking_and_burping_mel.npy.npy	<male burps& start>@<girls talking& mid>@<girls burping& end>
An_engine_idles_and_revs_with_people_talking_in_the_distance.wav	audiocaps	An engine idles and revs with people talking in the distance	audio_wav_train/An_engine_idles_and_revs_with_people_talking_in_the_distance.wav	10.0	audio_wav_train_mel/An_engine_idles_and_revs_with_people_talking_in_the_distance_mel.npy.npy	<engine idles and revs& all>@<people talking in the distance& all>
A_desktop_printer_operating.wav	audiocaps	A desktop printer operating	audio_wav_train/A_desktop_printer_operating.wav	10.0	audio_wav_train_mel/A_desktop_printer_operating_mel.npy.npy	<desktop printer operating& all>
Following_a_child_grunting_as_water_trickles,_an_adult_talks_just_before_a_child_briefly_speaks_and_makes_a_splashing_sound.wav	audiocaps	Following a child grunting as water trickles, an adult talks just before a child briefly speaks and makes a splashing sound	audio_wav_train/Following_a_child_grunting_as_water_trickles,_an_adult_talks_just_before_a_child_briefly_speaks_and_makes_a_splashing_sound.wav	10.0	audio_wav_train_mel/Following_a_child_grunting_as_water_trickles,_an_adult_talks_just_before_a_child_briefly_speaks_and_makes_a_splashing_sound_mel.npy.npy	<child grunting& start>@<water trickles& mid>@<adult talks& mid>@<child speaks& mid>@<splashing sound& end>
Several_vehicles_move.wav	audiocaps	Several vehicles move	audio_wav_train/Several_vehicles_move.wav	10.0	audio_wav_train_mel/Several_vehicles_move_mel.npy.npy	<vehicles move& all>
Female_speaker_giving_a_speech.wav	audiocaps	Female speaker giving a speech	audio_wav_train/Female_speaker_giving_a_speech.wav	10.0	audio_wav_train_mel/Female_speaker_giving_a_speech_mel.npy.npy	<female speaker giving a speech& all>
Rapid_crumpling_and_crinkling_noise.wav	audiocaps	Rapid crumpling and crinkling noise	audio_wav_train/Rapid_crumpling_and_crinkling_noise.wav	10.0	audio_wav_train_mel/Rapid_crumpling_and_crinkling_noise_mel.npy.npy	<rapid crumpling and crinkling noise& all>
Bells_ringing_loudly.wav	audiocaps	Bells ringing loudly	audio_wav_train/Bells_ringing_loudly.wav	10.0	audio_wav_train_mel/Bells_ringing_loudly_mel.npy.npy	<bells ringing loudly& all>
Phone_ringing_then_two_men_speaking.wav	audiocaps	Phone ringing then two men speaking	audio_wav_train/Phone_ringing_then_two_men_speaking.wav	10.0	audio_wav_train_mel/Phone_ringing_then_two_men_speaking_mel.npy.npy	<phone ringing& start>@<two men speaking& all>
A_baby_is_laughing.wav	audiocaps	A baby is laughing	audio_wav_train/A_baby_is_laughing.wav	10.0	audio_wav_train_mel/A_baby_is_laughing_mel.npy.npy	<baby laughing& all>
A_man_speaks_while_insects_buzz.wav	audiocaps	A man speaks while insects buzz	audio_wav_train/A_man_speaks_while_insects_buzz.wav	10.0	audio_wav_train_mel/A_man_speaks_while_insects_buzz_mel.npy.npy	<male voice talking& all>@<insects buzz& all>
Birds_chirp_in_the_background_quietly.wav	audiocaps	Birds chirp in the background quietly	audio_wav_train/Birds_chirp_in_the_background_quietly.wav	10.0	audio_wav_train_mel/Birds_chirp_in_the_background_quietly_mel.npy.npy	<birds chirp quietly& all>
A_baby_cries_while_someone_on_TV_screams.wav	audiocaps	A baby cries while someone on TV screams	audio_wav_train/A_baby_cries_while_someone_on_TV_screams.wav	10.0	audio_wav_train_mel/A_baby_cries_while_someone_on_TV_screams_mel.npy.npy	<someone on TV screams& all>@<baby cries& start>@<end>
A_person_is_speaking_and_crumpling_paper.wav	audiocaps	A person is speaking and crumpling paper	audio_wav_train/A_person_is_speaking_and_crumpling_paper.wav	10.0	audio_wav_train_mel/A_person_is_speaking_and_crumpling_paper_mel.npy.npy	<person speaking& all>@<crumpling paper& all>
Continuous_emergency_sirens_and_horns.wav	audiocaps	Continuous emergency sirens and horns	audio_wav_train/Continuous_emergency_sirens_and_horns.wav	10.0	audio_wav_train_mel/Continuous_emergency_sirens_and_horns_mel.npy.npy	<emergency sirens and horns& all>
Sewing_machine_starting_and_stopping_with_female_narration.wav	audiocaps	Sewing machine starting and stopping with female narration	audio_wav_train/Sewing_machine_starting_and_stopping_with_female_narration.wav	10.0	audio_wav_train_mel/Sewing_machine_starting_and_stopping_with_female_narration_mel.npy.npy	<sewing machine starting and stopping& all>@<female narration& all>
Several_motorcycles_race_with_engines_humming_and_wind_blowing.wav	audiocaps	Several motorcycles race with engines humming and wind blowing	audio_wav_train/Several_motorcycles_race_with_engines_humming_and_wind_blowing.wav	10.0	audio_wav_train_mel/Several_motorcycles_race_with_engines_humming_and_wind_blowing_mel.npy.npy	<engines humming& all>@<wind blowing& all>
Someone_speaks_as_water_runs_into_a_sink.wav	audiocaps	Someone speaks as water runs into a sink	audio_wav_train/Someone_speaks_as_water_runs_into_a_sink.wav	10.0	audio_wav_train_mel/Someone_speaks_as_water_runs_into_a_sink_mel.npy.npy	<someone speaks& all>@<water runs into a sink& all>
A_kid_laughing_followed_by_a_woman_laughing_while_a_man_speaks_through_a_speaker.wav	audiocaps	A kid laughing followed by a woman laughing while a man speaks through a speaker	audio_wav_train/A_kid_laughing_followed_by_a_woman_laughing_while_a_man_speaks_through_a_speaker.wav	10.0	audio_wav_train_mel/A_kid_laughing_followed_by_a_woman_laughing_while_a_man_speaks_through_a_speaker_mel.npy.npy	<kid laughing& start>@<woman laughing& mid>@<man speaks through a speaker& all>
Rain_storm_with_background_noise.wav	audiocaps	Rain storm with background noise	audio_wav_train/Rain_storm_with_background_noise.wav	10.0	audio_wav_train_mel/Rain_storm_with_background_noise_mel.npy.npy	<rain storm& all>@<background noise& all>
A_man_speaks_and_then_wind_blows_and_a_woman_speaks.wav	audiocaps	A man speaks and then wind blows and a woman speaks	audio_wav_train/A_man_speaks_and_then_wind_blows_and_a_woman_speaks.wav	10.0	audio_wav_train_mel/A_man_speaks_and_then_wind_blows_and_a_woman_speaks_mel.npy.npy	<male voice speaks& all>@<wind blows& mid>@<woman speaks& end>
Whining_and_whimpering_followed_by_laughter_and_crying.wav	audiocaps	Whining and whimpering followed by laughter and crying	audio_wav_train/Whining_and_whimpering_followed_by_laughter_and_crying.wav	10.0	audio_wav_train_mel/Whining_and_whimpering_followed_by_laughter_and_crying_mel.npy.npy	<whining and whimpering& start>@<laughter& mid>@<crying& end>
Water_is_splashing_and_a_car_is_accelerating.wav	audiocaps	Water is splashing and a car is accelerating	audio_wav_train/Water_is_splashing_and_a_car_is_accelerating.wav	10.0	audio_wav_train_mel/Water_is_splashing_and_a_car_is_accelerating_mel.npy.npy	<water splashing& all>@<car accelerating& all>
A_man_speaks,_some_people_laugh,_and_explosions_occur_in_the_background.wav	audiocaps	A man speaks, some people laugh, and explosions occur in the background	audio_wav_train/A_man_speaks,_some_people_laugh,_and_explosions_occur_in_the_background.wav	10.0	audio_wav_train_mel/A_man_speaks,_some_people_laugh,_and_explosions_occur_in_the_background_mel.npy.npy	<man speaks& all>@<people laugh& mid>@<explosions occur& end>
A_person_snoring_while_television_is_on_in_the_background.wav	audiocaps	A person snoring while television is on in the background	audio_wav_train/A_person_snoring_while_television_is_on_in_the_background.wav	10.0	audio_wav_train_mel/A_person_snoring_while_television_is_on_in_the_background_mel.npy.npy	<person snoring& all>@<television on in the background& all>
A_whistling_tune.wav	audiocaps	A whistling tune	audio_wav_train/A_whistling_tune.wav	10.0	audio_wav_train_mel/A_whistling_tune_mel.npy.npy	<whistling tune& all>
Wind_blows_a_vehicles_pass_by_on_street.wav	audiocaps	Wind blows a vehicles pass by on street	audio_wav_train/Wind_blows_a_vehicles_pass_by_on_street.wav	10.0	audio_wav_train_mel/Wind_blows_a_vehicles_pass_by_on_street_mel.npy.npy	<wind blows& all>@<vehicles pass by& all>
Bird_chirping_in_quiet_background.wav	audiocaps	Bird chirping in quiet background	audio_wav_train/Bird_chirping_in_quiet_background.wav	10.0	audio_wav_train_mel/Bird_chirping_in_quiet_background_mel.npy.npy	<bird chirping& all>
Big_bells_clang_rhythmically_with_a_quiet_background.wav	audiocaps	Big bells clang rhythmically with a quiet background	audio_wav_train/Big_bells_clang_rhythmically_with_a_quiet_background.wav	10.0	audio_wav_train_mel/Big_bells_clang_rhythmically_with_a_quiet_background_mel.npy.npy	<big bells clang rhythmically& all>@<quiet background& all>
A_man_is_speaking_while_an_engine_starts_up_and_begins_revving.wav	audiocaps	A man is speaking while an engine starts up and begins revving	audio_wav_train/A_man_is_speaking_while_an_engine_starts_up_and_begins_revving.wav	10.0	audio_wav_train_mel/A_man_is_speaking_while_an_engine_starts_up_and_begins_revving_mel.npy.npy	<man speaking& all>@<engine starts up& start>@<engine revving& mid>
Multiple_pigeons_cooing.wav	audiocaps	Multiple pigeons cooing	audio_wav_train/Multiple_pigeons_cooing.wav	10.0	audio_wav_train_mel/Multiple_pigeons_cooing_mel.npy.npy	<multiple pigeons cooing& all>
A_man_speaking_over_an_intercom_as_wind_lightly_blows_into_a_microphone.wav	audiocaps	A man speaking over an intercom as wind lightly blows into a microphone	audio_wav_train/A_man_speaking_over_an_intercom_as_wind_lightly_blows_into_a_microphone.wav	10.0	audio_wav_train_mel/A_man_speaking_over_an_intercom_as_wind_lightly_blows_into_a_microphone_mel.npy.npy	<man speaking over intercom& all>@<wind blows into microphone& all>
People_speaking_followed_by_impassioned_applause.wav	audiocaps	People speaking followed by impassioned applause	audio_wav_train/People_speaking_followed_by_impassioned_applause.wav	10.0	audio_wav_train_mel/People_speaking_followed_by_impassioned_applause_mel.npy.npy	<people speaking& all>@<impassioned applause& end>
A_person_singing_at_a_high_pitch.wav	audiocaps	A person singing at a high pitch	audio_wav_train/A_person_singing_at_a_high_pitch.wav	10.0	audio_wav_train_mel/A_person_singing_at_a_high_pitch_mel.npy.npy	<person singing at a high pitch& all>
A_loud_drill_makes_multiple_small_vibrations.wav	audiocaps	A loud drill makes multiple small vibrations	audio_wav_train/A_loud_drill_makes_multiple_small_vibrations.wav	10.0	audio_wav_train_mel/A_loud_drill_makes_multiple_small_vibrations_mel.npy.npy	<loud drill sound& all>@<small vibrations& all>
A_small_engine_grinds_and_revs_making_a_grinding_noise.wav	audiocaps	A small engine grinds and revs making a grinding noise	audio_wav_train/A_small_engine_grinds_and_revs_making_a_grinding_noise.wav	10.0	audio_wav_train_mel/A_small_engine_grinds_and_revs_making_a_grinding_noise_mel.npy.npy	<small engine grinds and revs making a grinding noise& all>
Man_speaking_then_sewing_machine_running.wav	audiocaps	Man speaking then sewing machine running	audio_wav_train/Man_speaking_then_sewing_machine_running.wav	10.0	audio_wav_train_mel/Man_speaking_then_sewing_machine_running_mel.npy.npy	<male voice speaking& start>@<sewing machine running& mid>@<sewing machine running& end>
A_vehicle_accelerates_followed_by_a_man_talking.wav	audiocaps	A vehicle accelerates followed by a man talking	audio_wav_train/A_vehicle_accelerates_followed_by_a_man_talking.wav	10.0	audio_wav_train_mel/A_vehicle_accelerates_followed_by_a_man_talking_mel.npy.npy	<vehicle accelerates& start>@<man talking& mid>
A_man_speaking_then_a_beeping_noise.wav	audiocaps	A man speaking then a beeping noise	audio_wav_train/A_man_speaking_then_a_beeping_noise.wav	10.0	audio_wav_train_mel/A_man_speaking_then_a_beeping_noise_mel.npy.npy	<man speaking& all>@<beeping noise& start>
A_person_whistles_nearby_several_times.wav	audiocaps	A person whistles nearby several times	audio_wav_train/A_person_whistles_nearby_several_times.wav	10.0	audio_wav_train_mel/A_person_whistles_nearby_several_times_mel.npy.npy	<person whistles nearby& all>
A_boom_occurs_and_a_young_male_speaks.wav	audiocaps	A boom occurs and a young male speaks	audio_wav_train/A_boom_occurs_and_a_young_male_speaks.wav	10.0	audio_wav_train_mel/A_boom_occurs_and_a_young_male_speaks_mel.npy.npy	<boom occurs& start>@<young male speaks& all>
Electronic_space_rumbling_followed_by_whooshing_then_electronic_beat_music.wav	audiocaps	Electronic space rumbling followed by whooshing then electronic beat music	audio_wav_train/Electronic_space_rumbling_followed_by_whooshing_then_electronic_beat_music.wav	10.0	audio_wav_train_mel/Electronic_space_rumbling_followed_by_whooshing_then_electronic_beat_music_mel.npy.npy	<electronic space rumbling& start>@<whooshing& mid>@<electronic beat music& end>
Rapid_gunshots_from_an_automatic_gun.wav	audiocaps	Rapid gunshots from an automatic gun	audio_wav_train/Rapid_gunshots_from_an_automatic_gun.wav	10.0	audio_wav_train_mel/Rapid_gunshots_from_an_automatic_gun_mel.npy.npy	<rapid gunshots from an automatic gun& all>
A_vehicle_engine_is_idling.wav	audiocaps	A vehicle engine is idling	audio_wav_train/A_vehicle_engine_is_idling.wav	10.0	audio_wav_train_mel/A_vehicle_engine_is_idling_mel.npy.npy	<vehicle engine idling& all>
People_are_speaking_then_a_telephone_rings.wav	audiocaps	People are speaking then a telephone rings	audio_wav_train/People_are_speaking_then_a_telephone_rings.wav	10.0	audio_wav_train_mel/People_are_speaking_then_a_telephone_rings_mel.npy.npy	<people are speaking& all>@<telephone rings& start>
Helicopter_blades_are_rotating_and_a_gun_is_fired.wav	audiocaps	Helicopter blades are rotating and a gun is fired	audio_wav_train/Helicopter_blades_are_rotating_and_a_gun_is_fired.wav	10.0	audio_wav_train_mel/Helicopter_blades_are_rotating_and_a_gun_is_fired_mel.npy.npy	<helicopter blades rotating& all>@<gun fired& mid>
A_man_delivers_a_speech.wav	audiocaps	A man delivers a speech	audio_wav_train/A_man_delivers_a_speech.wav	10.0	audio_wav_train_mel/A_man_delivers_a_speech_mel.npy.npy	<man delivers a speech& all>
A_power_tool_drilling.wav	audiocaps	A power tool drilling	audio_wav_train/A_power_tool_drilling.wav	10.0	audio_wav_train_mel/A_power_tool_drilling_mel.npy.npy	<power tool drilling& all>
A_machine_runs_very_loudly.wav	audiocaps	A machine runs very loudly	audio_wav_train/A_machine_runs_very_loudly.wav	10.0	audio_wav_train_mel/A_machine_runs_very_loudly_mel.npy.npy	<machine runs very loudly& all>
Water_running_from_a_faucet.wav	audiocaps	Water running from a faucet	audio_wav_train/Water_running_from_a_faucet.wav	10.0	audio_wav_train_mel/Water_running_from_a_faucet_mel.npy.npy	<water running from a faucet& all>
Someone_types_on_a_keyboard.wav	audiocaps	Someone types on a keyboard	audio_wav_train/Someone_types_on_a_keyboard.wav	10.0	audio_wav_train_mel/Someone_types_on_a_keyboard_mel.npy.npy	<someone types on a keyboard& all>
Wind_noise_on_ocean.wav	audiocaps	Wind noise on ocean	audio_wav_train/Wind_noise_on_ocean.wav	10.0	audio_wav_train_mel/Wind_noise_on_ocean_mel.npy.npy	<wind noise on ocean& all>
A_woman_talks_and_a_baby_babbles.wav	audiocaps	A woman talks and a baby babbles	audio_wav_train/A_woman_talks_and_a_baby_babbles.wav	10.0	audio_wav_train_mel/A_woman_talks_and_a_baby_babbles_mel.npy.npy	<woman talks& all>@<baby babbles& all>
People_are_talking_as_dishes_clank_together.wav	audiocaps	People are talking as dishes clank together	audio_wav_train/People_are_talking_as_dishes_clank_together.wav	10.0	audio_wav_train_mel/People_are_talking_as_dishes_clank_together_mel.npy.npy	<people talking& all>@<dishes clank together& all>
Bells_and_sirens_ring,_crows_of_people_talk.wav	audiocaps	Bells and sirens ring, crows of people talk	audio_wav_train/Bells_and_sirens_ring,_crows_of_people_talk.wav	10.0	audio_wav_train_mel/Bells_and_sirens_ring,_crows_of_people_talk_mel.npy.npy	<Bells and sirens ring& all>@<crowds of people talk& all>
Someone_talking_and_a_cat_hissing_and_screeching.wav	audiocaps	Someone talking and a cat hissing and screeching	audio_wav_train/Someone_talking_and_a_cat_hissing_and_screeching.wav	10.0	audio_wav_train_mel/Someone_talking_and_a_cat_hissing_and_screeching_mel.npy.npy	<someone talking& all>@<cat hissing& start>@<cat screeching& mid>
Car_engine_sound_in_car_race.wav	audiocaps	Car engine sound in car race	audio_wav_train/Car_engine_sound_in_car_race.wav	10.0	audio_wav_train_mel/Car_engine_sound_in_car_race_mel.npy.npy	<car engine sound& all>
A_motor_vehicle_engine_idles_nearby_at_a_moderate_speed.wav	audiocaps	A motor vehicle engine idles nearby at a moderate speed	audio_wav_train/A_motor_vehicle_engine_idles_nearby_at_a_moderate_speed.wav	10.0	audio_wav_train_mel/A_motor_vehicle_engine_idles_nearby_at_a_moderate_speed_mel.npy.npy	<motor vehicle engine idles nearby& all>
A_clinking_sound_is_present,_a_horse_is_trotting,_motor_vehicle_engines_are_passing_by,_and_people_are_speaking_in_the_background.wav	audiocaps	A clinking sound is present, a horse is trotting, motor vehicle engines are passing by, and people are speaking in the background	audio_wav_train/A_clinking_sound_is_present,_a_horse_is_trotting,_motor_vehicle_engines_are_passing_by,_and_people_are_speaking_in_the_background.wav	10.0	audio_wav_train_mel/A_clinking_sound_is_present,_a_horse_is_trotting,_motor_vehicle_engines_are_passing_by,_and_people_are_speaking_in_the_background_mel.npy.npy	<clinking sound& all>@<horse trotting& all>@<motor vehicle engines passing by& all>@<people speaking in the background& all>
A_machine_turns_loudly_while_a_man_speaks_nearby.wav	audiocaps	A machine turns loudly while a man speaks nearby	audio_wav_train/A_machine_turns_loudly_while_a_man_speaks_nearby.wav	10.0	audio_wav_train_mel/A_machine_turns_loudly_while_a_man_speaks_nearby_mel.npy.npy	<machine turns loudly& all>@<man speaks nearby& all>
A_person_says_something_into_a_microphone_that_has_a_glitch_and_a_car_starts_and_revs_its_engine_and_drives_away.wav	audiocaps	A person says something into a microphone that has a glitch and a car starts and revs its engine and drives away	audio_wav_train/A_person_says_something_into_a_microphone_that_has_a_glitch_and_a_car_starts_and_revs_its_engine_and_drives_away.wav	10.0	audio_wav_train_mel/A_person_says_something_into_a_microphone_that_has_a_glitch_and_a_car_starts_and_revs_its_engine_and_drives_away_mel.npy.npy	<person says something into a microphone& start>@<microphone glitch& mid>@<car starts and revs its engine& mid>@<car drives away& end>
The_birds_are_flapping_around_and_landing.wav	audiocaps	The birds are flapping around and landing	audio_wav_train/The_birds_are_flapping_around_and_landing.wav	10.0	audio_wav_train_mel/The_birds_are_flapping_around_and_landing_mel.npy.npy	<birds flapping and landing& all>
Animal_noises_and_whimpering.wav	audiocaps	Animal noises and whimpering	audio_wav_train/Animal_noises_and_whimpering.wav	10.0	audio_wav_train_mel/Animal_noises_and_whimpering_mel.npy.npy	<animal noises& all>@<whimpering& all>
Traffic_sounds_are_present_and_ongoing,_an_adult_male_is_speaking,_and_metal_clicking_occurs.wav	audiocaps	Traffic sounds are present and ongoing, an adult male is speaking, and metal clicking occurs	audio_wav_train/Traffic_sounds_are_present_and_ongoing,_an_adult_male_is_speaking,_and_metal_clicking_occurs.wav	10.0	audio_wav_train_mel/Traffic_sounds_are_present_and_ongoing,_an_adult_male_is_speaking,_and_metal_clicking_occurs_mel.npy.npy	<traffic sounds& all>@<adult male speaking& all>@<metal clicking& all>
Loud_humming_and_hissing.wav	audiocaps	Loud humming and hissing	audio_wav_train/Loud_humming_and_hissing.wav	10.0	audio_wav_train_mel/Loud_humming_and_hissing_mel.npy.npy	<loud humming& all>@<hissing& all>
A_car_starting_outside.wav	audiocaps	A car starting outside	audio_wav_train/A_car_starting_outside.wav	10.0	audio_wav_train_mel/A_car_starting_outside_mel.npy.npy	<car starting outside& all>
Person_is_whistling.wav	audiocaps	Person is whistling	audio_wav_train/Person_is_whistling.wav	10.0	audio_wav_train_mel/Person_is_whistling_mel.npy.npy	<person is whistling& all>
Someone_sprays_a_surface.wav	audiocaps	Someone sprays a surface	audio_wav_train/Someone_sprays_a_surface.wav	10.0	audio_wav_train_mel/Someone_sprays_a_surface_mel.npy.npy	<someone sprays a surface& all>
The_man_is_speaking_and_the_backside_spray_sound.wav	audiocaps	The man is speaking and the backside spray sound	audio_wav_train/The_man_is_speaking_and_the_backside_spray_sound.wav	10.0	audio_wav_train_mel/The_man_is_speaking_and_the_backside_spray_sound_mel.npy.npy	<man speaking& all>@<spray sound& all>
People_speak_and_a_race_car_accelerates.wav	audiocaps	People speak and a race car accelerates	audio_wav_train/People_speak_and_a_race_car_accelerates.wav	10.0	audio_wav_train_mel/People_speak_and_a_race_car_accelerates_mel.npy.npy	<people speak& all>@<race car accelerates& start>
A_man_speaks_then_a_bird_begins_chirping_then_man_begins_talking_again_and_the_bird_chirps_once_more.wav	audiocaps	A man speaks then a bird begins chirping then man begins talking again and the bird chirps once more	audio_wav_train/A_man_speaks_then_a_bird_begins_chirping_then_man_begins_talking_again_and_the_bird_chirps_once_more.wav	10.0	audio_wav_train_mel/A_man_speaks_then_a_bird_begins_chirping_then_man_begins_talking_again_and_the_bird_chirps_once_more_mel.npy.npy	<man speaks& all>@<bird chirps& start>@<man talks again& mid>@<bird chirps& end>
Someone_is_snoring_softly_and_there_is_a_light_static_and_a_voice_in_the_background.wav	audiocaps	Someone is snoring softly and there is a light static and a voice in the background	audio_wav_train/Someone_is_snoring_softly_and_there_is_a_light_static_and_a_voice_in_the_background.wav	10.0	audio_wav_train_mel/Someone_is_snoring_softly_and_there_is_a_light_static_and_a_voice_in_the_background_mel.npy.npy	<someone snoring softly& all>@<light static& all>@<voice in the background& all>
Muffled_wind_along_with_waves_splashing.wav	audiocaps	Muffled wind along with waves splashing	audio_wav_train/Muffled_wind_along_with_waves_splashing.wav	10.0	audio_wav_train_mel/Muffled_wind_along_with_waves_splashing_mel.npy.npy	<muffled wind& all>@<waves splashing& all>
Crowd_cheering_and_woman_speaking_into_microphone.wav	audiocaps	Crowd cheering and woman speaking into microphone	audio_wav_train/Crowd_cheering_and_woman_speaking_into_microphone.wav	10.0	audio_wav_train_mel/Crowd_cheering_and_woman_speaking_into_microphone_mel.npy.npy	<crowd cheering& all>@<woman speaking into microphone& all>
