audiocap_id,youtube_id,start_time,caption
8743,2VwfCvSyQ2U,30,A dog is barking and whimpering
214,-4oBn8qurR4,25,A dog is barking and whimpering
13874,4dXss5dCKng,30,"A dog is barking and whining, a scraping sound occurs, and a small child vocalizes"
14469,4tD8JAPjpHU,2,A dog is barking at a man speaking to it in a foreign language
20011,7QOL_NbrkEw,30,A dog is barking deeply and people are talking
17285,68ovAQXXofA,30,A dog is barking in a high frequency and a man speaks
14068,4inDkxc7whw,25,A dog is barking in low frequency while wind is gusting forcefully and a man is saying something softly in the background
11821,3lZhCI3Now0,30,A dog is barking in the distance
902,#NAME?,30,A dog is barking in the distance and begins to get closer. The neighbor of the dog greets his barking by talking to the dog
6322,1XQJ8WEzWPM,30,"A dog is barking in the distances, followed by a man speaking"
64700,YlgYRxOe7vA,180,A dog is barking incessantly while there is a car engine revving in the distance
24157,9TWHWsZzZlw,20,A dog is barking loudly
5754,1IbpexMbvyI,17,A dog is barking loudly and growling
1309,#NAME?,30,A dog is barking loudly as a chirping is heard
18880,6tpWxy3U_H4,30,A dog is barking over and over at the same pitch
8549,2Qh9AFPNq50,8,A dog is barking people are talking
10297,383FnIOKzVE,0,A dog is barking quickly and a man speaks
20711,7kpNjlf0qmQ,18,A dog is barking rapidly and a girl laughs and talks
13877,4dbhc3pklcQ,120,A dog is barking repeatedly
21311,830Hdvc2Z1A,70,A dog is barking repeatedly followed by growling
16069,5a7Yr6mldmI,30,A dog is barking several times and a woman laughs
14094,4jX2FMZwmm0,22,A dog is barking several times in quick succession
20459,7cC414-4Jhw,15,A dog is barking sharply and people are laughing
14723,5-xKnAigQnA,20,A dog is barking while a girl laughs in the background
8741,2VrebSkOf-k,30,A dog is barking while a man and woman make indistinguishable words over the barking
23076,8w-qOCt1W5Q,280,A dog is barking while music plays in the background
17604,6ICx1mk144o,24,A dog is barking while waves are thrashing and in momentum
11741,3jL5G2yz5qE,25,"A dog is barking, a young male speaks and laughs, and scuffling occurs"
96163,utQ7W0rjGRk,20,"A dog is barking, growling and snorting in the foreground, and high pitched beeps are present briefly in the background"
22998,8tPvHGE4AP4,30,"A dog is barking, simulated meows occur, and an adult male and female speak"
16687,5s-eanGZ5Cs,30,"A dog is barking, two adult males are speaking, and tapping occurs"
3363,0KrWJVuZfg0,30,"A dog is barking, with people speaking in the background"
20757,7m2LYY8fo0E,10,A dog is crying and whimpering over and over
19928,7NhucMJX-HE,30,A dog is gently whimpering outside
19267,73djRl9XPOY,29,A dog is growling
7663,24Aif5_nInw,30,A dog is growling
12322,3yP4kxFxfoM,30,A dog is growling
5963,1Nf3q4i7C5k,28,A dog is growling a man is laughing and a child is sighing
8633,2SfiNxoZzQY,0,A dog is growling and a man speaks
18194,6Zv0plJBWeA,7,A dog is growling and barking
6610,1dYj8JCXgUU,18,A dog is growling and barking
16863,5xWHDgTFbZg,13,A dog is growling and barking then a car skids by
17566,6GX3MBwj2_M,0,"A dog is growling and barking, a chicken is cackling, metal clinks, and an adult male is speaking in the background"
17162,65gCuQC8TzY,30,A dog is growling and grunting playfully and panting
12908,4EGuvBppOZY,30,A dog is growling then a woman exclaims
17351,6AO8_kTvsaM,30,"A dog is growling, a bird calls, and an adult male speaks"
10225,35z8gd7xff8,30,A dog is growls and snarls
534,#NAME?,30,A dog is heard barking and playing
19925,7NYFOVyBCww,8,A dog is howling
24153,9TGFOxt7DN0,26,A dog is howling
14253,4nNLrN8QmsY,30,A dog is howling and a man is talking
3205,0H2Z7gTksRg,29,A dog is howling and a young male speaks
9545,2pzSTcVmECY,30,A dog is howling and barking
9274,2ipXXlA-tko,30,A dog is howling and barking
17980,6T4FrW9n8Fg,30,A dog is howling while people are talking in the background
15798,5TVvvbrbeEE,30,"A dog is howling, a toy squeaks, and an adult male is speaking in the background"
18556,6jXSyQwp7HU,13,A dog is jumping around on the floor and crashes into something
18604,6lA8GqyL2Lg,30,A dog is lightly whimpering
8823,2XrOqh7xsEg,18,A dog is make excited noises and barks and a man speaks
92646,sB11xNmQjuE,10,A dog is making very unusual whimpering. A man and women are laughing at their dog
6976,1n72P_-83Ro,30,A dog is mewling and an adult female speaks
13253,4NyHpgJB47E,30,A dog is panting
8437,2Nv4qkM5SZE,8,A dog is panting and an adult male is speaking
5208,14fJZYMREQc,30,A dog is panting and barking
11321,3ZAtv4S5o5Q,26,A dog is panting and barking and a person speaks
15002,57SLBsqSK_g,20,A dog is panting and barking as a woman speaks and birds chirp in the background
18613,6lHUyEs4eU4,30,"A dog is panting excitedly, while someone speaks in the background"
20496,7dNJWByoz10,30,A dog is panting heavily and something is scraping against a surface
20415,7azwnqyHd94,30,A dog is panting very fast over and over then barks and scratches
12500,42Eh09o7TmI,9,"A dog is panting, and an adult male speaks"
10615,3GSTdRrwZc0,30,"A dog is panting, and scraping sounds occur"
15523,5LcC-N8Tigw,2,A dog is reacting to something violently while growling
17266,68NBE04Mlws,140,A dog is sneezing while a woman laughs and another girls talks
4767,0tot80uZKTg,120,A dog is snoring
5083,116C4_1OP5I,50,A dog is snoring
11725,3j0W67ZPNWs,0,A dog is snoring
4669,0rTkdJOIZCM,22,A dog is snoring
19188,71iXgJIvlTg,80,A dog is snoring and then barks and a woman is speaking gently
16679,5roESKfKQt0,30,A dog is squeaking and panting
14340,4poOnfheSDI,30,A dog is whimpering
5341,17yQr4xrW5I,30,A dog is whimpering
1974,#NAME?,140,A dog is whimpering
5763,1Ih7bls7x_o,30,A dog is whimpering
13726,4_pTq3-R4RY,30,A dog is whimpering
22293,8YdA3o-Rb14,24,A dog is whimpering
5632,1FRb6_4AKBQ,30,A dog is whimpering
11452,3bczntAJPLE,12,A dog is whimpering and a man speaks
8654,2TR3S-eZUPo,30,A dog is whimpering and a person speaks
6730,1gDfxijjEA0,30,A dog is whimpering and a woman speaks
3440,0N3bFducxuc,30,A dog is whimpering and another dog is barking fiercely
4600,0pvQ0fpTmW8,30,A dog is whimpering and groaning
16682,5rqGc6ohPDk,310,A dog is whimpering and making a lot of noise and appears to be anxious
11990,3pf-mZoagVk,80,A dog is whimpering and people are talking
2895,09EA84vYgHg,18,A dog is whimpering and whining
10473,3CuX9yeuFus,17,A dog is whimpering and woman is speaking
1553,#NAME?,30,A dog is whimpering and yips aloud as if he's pain
9821,2wz_XyJ4Zxk,6,A dog is whimpering as a lady speaks
87626,oNSWAH9mRxg,30,A dog is whimpering followed by a bark
28027,BM63xloYkcA,30,"A dog is whimpering loudly followed, by a woman chuckling, while a repetitive chang-clang is in the background"
6981,1nAz-g5yqNg,21,A dog is whimpering people are talking and a sheep bleats
9440,2n38yofjDos,30,A dog is whimpering softly and then more loudly
8361,2LzrctTcYlw,10,A dog is whimpering then a woman begins to talk
1126,#NAME?,15,A dog is whimpering while a girl sings
7854,29EYdomusx4,10,"A dog is whimpering, followed by a man speaking"
15083,59ypDd-lHTM,19,A dog is whining
25270,A2MhTNKlNzA,0,A dog is whining
6668,1eriaUz3yDE,29,A dog is whining and a young female speaks
11128,3TysLPO-srs,8,"A dog is whining and barking, and an adult male is speaking"
1536,#NAME?,2,A dog is whining and crying
17071,63VwvFLgIak,30,"A dog is whining and growls slightly, and an electronic device is playing in the background"
13042,4HShw7Jujzk,30,A dog is whining and two adult females speak
12018,3qPBmioT8Fo,30,"A dog is whining and whimpering, and an adult male is speaking"
2736,049hif07E_I,30,A dog is whining while a man is speaking in the background
17278,68cygEtDlOY,30,"A dog is whining, and adult males and females are speaking and laughing"
22411,8bIon-t9ur8,50,"A dog is whining, and slight rustling occurs"
9335,2kMIVjAkwz8,11,"A dog is whining, yipping, and scratching"
12319,3yKic23xFBw,30,A dog is yipping
9718,2uOcWU6dBiI,0,A dog is yipping and a person yells
4779,0uDn_RynId0,18,A dog is yipping loudly
13157,4LDquFsqunw,30,"A dog is yipping, and an adult female, a child, and an adult female are speaking and laughing"
10082,335VJB7XTgE,10,A dog making a strange muffled sound
17766,6N7TXAUgB4Y,30,A dog making whimpering noises
17734,6M6bhcnYLLk,0,A dog panting and a woman speaking
7767,27Ep69_IV3w,30,A dog panting and barking
38851,HWBzPVfLFHg,20,A dog panting and whining
1050,#NAME?,30,A dog panting back and forth
61660,WdoUusuU8Ps,16,A dog panting followed by barking and people speaking
4472,0mZtf_fMZu0,30,A dog panting heavily
10053,32TLFShlNuE,4,A dog panting with mechanical humming
15105,5AsNPAIzEK0,13,"A dog panting, then a person whistles"
24489,9d_BDbP-dUw,30,A dog pants and a man speaks
14670,4zDQn4N4uaE,30,A dog pants and barks and a person speaks
74506,emJFwG6U5Ng,10,A dog pants and barks followed by a break and then the dog barks once more
15006,57YiwZxi4MM,5,"A dog pants and barks, lots of clanking"
13088,4J-bcaQXzDQ,30,A dog pants and moves around while someone is talking
18149,6YX6esYQEDY,30,A dog pants and then something crunches
18523,6iSaxLLz2H8,30,A dog pants and whimpers and a man speaks over it
10083,337QUK7WjRw,30,A dog pants and whimpers in the distance
4213,0fPqbvlhkOc,30,A dog pants as a man and woman speak
20409,7ascird7VhM,30,A dog pants as a man is talking
8058,2Ea5tCQWff4,30,A dog pants as something begins to click
6979,1n87Jjs4XyU,30,"A dog pants excited, a woman speaks, a dog barks"
11352,3Zxadvp6vyk,30,A dog pants followed by a striking noise
10291,37vqPQZgaUI,3,"A dog pants heavily, and moves around"
101230,yo3VEJ330LI,40,A dog pants then a man speaks followed by a dog barking and then the man speaks again
2742,04Gtp7e1RiQ,0,"A dog pants, a horn blows, and the dog barks"
10046,32KbcPAQ9z0,30,"A dog pants, a woman speaks followed by laughter from a woman and a man"
9753,2vKxkciAFaM,9,"A dog pants, shuffles and barks"
9578,2r713iUVrxE,30,A dog play growls
13480,4UgkZCla-Ss,20,"A dog pouncing around on the floor, a woman speaks"
40111,IKFQSy52UVQ,30,A dog repeatedly barks
32633,DlbdHPqwNr0,30,"A dog roars in the distance, as an engine idles in the distance, and then a doorbell rings nearby"
65626,ZPWMY2YqesY,30,A dog runs and barks playfully as someone talks softly
9349,2kaJfIzUh1I,7,"A dog scratches its claws, it growls"
21347,84PbU_VUaq4,0,A dog sneezes and howls and a man laughs
92236,rr5T3E4j7_Q,20,A dog sneezes and people laugh and speak
82820,koLleeAndnY,60,"A dog sneezes nearby, and then barks"
20593,7goRFxRaMzk,0,A dog sneezes several times and a man laughs
102592,ztLsasPbIPk,0,A dog sneezing several times as a woman chuckles
16216,5eePrRcqB34,19,A dog sniffs around
66597,_3wfHRAiPeo,20,A dog sniffs then a dogs barks
91272,r8Xg2WHLX00,60,"A dog sniffs, barks and then growls at something"
37903,Gw0ghBNkTeE,190,"A dog sniffs, followed by ducks quacking loudly several times nearby and people talking in the background quietly"
78498,hf-JJh8mBKA,0,A dog snores softly and continuously in the background while a low voice woman chuckles and laughs
2603,00uPwEZ29rw,20,A dog snoring
18021,6UU3FTyNXpg,30,A dog snoring and yelping
66016,Zeej7TYTyYc,60,A dog snoring followed by another dog snoring
63161,XhQPV5Rg9Ug,30,A dog softly barks and then howls and goes back to barking softly
45066,LWyM0eJH5Aw,0,A dog softly snoring
76795,gSlkLNn-C80,10,"A dog squeaks and barks, followed by whimpering"
11873,3mijJIw-D6Y,20,A dog starts barking before the engine starts
13465,4ULFyIABHJ4,30,A dog stomps and exhales excited
23330,92ra_aPRC0Y,0,A dog trying to bark with a person talking
44044,KqcOnyiI5M0,30,A dog walks around with the tag clinging and a woman speaks
40601,Icuxl7-i9t8,21,A dog whimpering
48233,NZXWw07yLNA,90,A dog whimpering and barking
1866,#NAME?,30,A dog whimpering and crying
86940,nriEa916FaU,0,A dog whimpering and crying as a person talks
89549,po-iqaVg9z8,0,A dog whimpering and howling as another dog barks
15586,5NJ4j2eT9yM,3,A dog whimpering and panting
16909,5zDHc81EZx0,30,A dog whimpering and people talking in background
2705,03RnPd-55ZU,8,A dog whimpering and snorting with a girl laughing and talking at it
18043,6VNooQZCwXk,0,A dog whimpering and then barking
49829,OcIoIulbwBA,90,A dog whimpering as a woman is speaking with wind briefly blowing into a microphone as metal jingles
76603,gKKd247Ftk4,22,A dog whimpering followed by a man kissing then speaking before whistling with a dog howling afterwards
35512,FSBjq5XfBUc,90,A dog whimpering followed by a man talking
102433,zln4sWRtnFk,80,A dog whimpering followed by a sheep baaing in the distance as a man is talking
3894,0Z8EAvK2R-g,30,A dog whimpering pitifully
15724,5RDu_j-p78I,17,A dog whimpering with a boy sounding concerned about something
81717,k1YOQxeSzII,30,A dog whimpers
20447,7bkkiFlQ5Rc,30,A dog whimpers and a man is talking
13554,4WldosE2x6Y,30,A dog whimpers and a person whispers
8821,2Xi_JpZkLs0,30,A dog whimpers and barks
3552,0PfQ5Ja2cCQ,30,A dog whimpers and barks
14995,57DUzu9mGnE,30,A dog whimpers and barks as a man's voice talks
20113,7T9RBd6326w,26,A dog whimpers and groans softly
13006,4GalkerBVs8,24,A dog whimpers and growls as a woman speaks in the background
36741,GCSZpxuezz8,290,A dog whimpers and moves around
12110,3sPMNhwl2xo,30,A dog whimpers and pants
66678,_7dCuROuGYA,80,"A dog whimpers and pants, scuffing and clicking are present, and a thump occurs"
19765,7IBHuKueoJQ,30,A dog whimpers and scurries around
44696,LHL3LoH15So,30,A dog whimpers and someone laughs
93565,ss3YJ5eU97U,0,A dog whimpers and then a bell tolls
65675,ZRbYpJDSQWk,10,A dog whimpers and then barks and whimpers sequentially
63730,Y6iVqrEzKK8,100,"A dog whimpers and then barks, followed by people laughing and then imitating a cat, after which the dog barks again"
1729,#NAME?,30,A dog whimpers and then starts to yip
13389,4SHLDq0_qfQ,21,A dog whimpers as a small motor runs and then begins clicking
6993,1nYevjqjZmo,30,A dog whimpers as an infant cries
64529,Ydte4f1Hvxs,20,A dog whimpers as sirens blare in the distance
13611,4YDtrsRzjQ0,30,A dog whimpers as someone sniffles
100297,y3alb754Sis,0,A dog whimpers continuously
16590,5pEXGLfEvmo,30,A dog whimpers followed by a woman speaking
7146,1s6bv3eyeRU,30,A dog whimpers followed by a woman speaking
1813,#NAME?,10,A dog whimpers in a funny way while his owner laughs
74613,erXZhhhZNKA,5,A dog whimpers in the distance
20246,7WvaYZGoDh0,30,A dog whimpers many times and a person laughs
25028,9wCSwqhKVBc,30,A dog whimpers multiple times as an object is dragged on a surface
91563,rMrcG0iYw24,20,A dog whimpers multiple times nearby
47528,N76zBQFM3ow,10,A dog whimpers nearby
70318,bjmx-_TA8iw,10,A dog whimpers nearby
56293,SxT4lv8Ojzk,0,A dog whimpers nearby several times
11549,3eZrNSkyUmA,30,A dog whimpers quietly
10708,3JLBP8VnukU,12,A dog whimpers repeatedly
13287,4PCUrcQQAhY,6,A dog whimpers several times
13185,4LqdHJ7fpfw,70,A dog whimpers shrilly
18797,6q_beSHm_dg,30,A dog whimpers softly a couple of times
5870,1LZIh7N9wBY,12,A dog whimpers then a woman speaks
94419,tYDVvaBKEjE,50,A dog whimpers with knocking noises in the background
9707,2uCe5wv_iQQ,1,"A dog whimpers, and another dog barks"
7861,29Kog3YB1Qc,30,"A dog whimpers, scampers and sniffs"
5895,1LzTyTB7Qu0,30,A dog whines and groans then yawns
3065,0DL92_Gd79M,5,"A dog whines and growls, a baby shouts, and an adult male and female speak"
93698,sz54XLiotLo,40,A dog whines and howls as a siren blares in the background
18902,6uZuewHMF1s,8,A dog whines and people speak
20043,7RMqyUnJm0s,5,A dog whines and scampers as people talk and laugh
15193,5CpDdfP4Yes,30,A dog whines and whimpers then a person speaks
5031,1-kCCA9xxT0,10,A dog whines then barks
8451,2OBh6auGa34,30,"A dog whines, barks and growls, and an adult male speaks"
65446,ZIGdCBQvm0g,30,A dog whining and people speaking with a humming engine
1579,#NAME?,260,A dog whining and then barking
14879,54BIrCgUyhc,26,"A dog whining, a woman speaks"
2960,0AyFII6lb8Q,30,A dog wimping or yip
12762,4A5ksnEmDfk,30,A dog with a scruffy voice howling
12903,4E9hqcZdRc4,30,A dog with an angry bark
74133,eVlijsJw9kk,30,A dog woofs several times nearby
1870,#NAME?,30,A dog yelping and growling
3943,0_J0BWiW7-k,12,A dog yipping and barking
28185,BQxdlyVfKz0,20,A dog yipping followed with a man talking then the dog yowling
51561,Pif6uaLR1jo,30,A dog yipping intermittently followed by brief laughter
17397,6BeQTd5M1rY,30,A dog yipping repeatedly
77323,goYx8vRq3zw,90,A dog yipping together with laughter and some rustling
16256,5fihLVMJdtc,30,A dog yips and jingles its collar around and a woman speaks
13933,4fCS2aljyFc,30,"A dog yips and pants, people speak"
4195,0f7hKI3JNQE,17,A dog yips and squeals and a woman speaks in a scolding tone
13306,4Ph1T4FCsps,30,"A dog yips and whimpers, and a woman talks"
14166,4lMzSJ0Bwew,30,A dog yips loudly
6464,1_sja3d50Zk,30,A dog yips loudly
16466,5lQ0a0D82Nc,26,A dog's high pitched bark over an adult woman and an adult man speaking
91591,rOVBvaT_8qs,30,A dogs barking echoing as a person talks
100741,yPsewMIn2bo,40,A domestic animal breathes heavily along with multiple bong sounds
5844,1KvbsSNo4pk,20,A domestic animal is snoring
46130,MDRJ8icmjgI,350,A domestic animal is snoring and breathing loudly
17253,67tVU2CeweE,30,A domestic bird whistling
32355,DcS2Dn1hW_Y,7,A door bangs close followed by a hum and a click then doors open
48565,NlHjQRN4n0s,60,"A door bangs, followed by a person snoring and a balloon deflating loudly as people laugh in the distance"
1289,#NAME?,30,A door being broken into by a bunch of males
98616,wkc6KNXko3k,12,A door being opened and then closed
189,-43v51oAu6I,1,A door being shut
16754,5uBrf0T2MRI,100,A door being slammed and a man speaking
5728,1HzYVgDlZ6U,30,A door being slammed into
62003,Wu3CjL_yQaU,0,A door clangs nearby and then steam hisses
79912,ighqlkN_qLI,0,"A door clanks open, followed by a bouncing ball, and then a door clanks closed"
15369,5Hdu7OIwDCY,4,A door clicks open and shut
90939,qsRS6WZwDHc,20,"A door clicks open, followed by knocking sounds in the distance"
57311,TeaAAWGmqCc,0,A door closes
14177,4lYCUB4REU0,30,A door closes and a cat meows
13210,4MivEfGLJmc,8,A door closes and a man speaks while people talk in the back ground
7540,20nyHEh2HW0,30,A door closes and a toilet flushes
88352,owEd5mXylzQ,0,A door closes by sliding
7794,27xqGrtSwfc,30,A door closes followed by multiple children speaking
11025,3RM7-P4cQgU,6,A door closes gently
91385,rEaK4gKqc_w,2,A door closes nearby
13405,4SpKLWnDyD8,30,A door closes three times and then opens
80284,iyIL9hVR1XY,0,A door closes twice
38520,HIn9yehxHUA,40,A door closes while creaking
10512,3Dh1bECfqhk,130,"A door closes, and a man talks"
18546,6j9myweGLdk,7,"A door closes, and a woman laughs"
48363,Nd_cH_EEjW4,0,"A door closes, and then an animal snores"
102468,zncnvGO5BYM,40,A door closing and locks clicking
101303,yrpmBd4ET8A,0,A door closing as a woman sighs loudly followed by wood clanking and a woman grunting
6363,1YbIycnHS0c,30,A door closing loudly
9099,2eMxfXNdlZI,30,"A door closing, then some screeching sounds"
32542,DiNYpErDAXo,30,A door creaking twice
7914,2B63J2EXHfM,30,A door creaks and a person speaks
17407,6BsSA6Y-G3k,0,A door creaks and shuts
6297,1WdU_zDRBJA,10,A door creaks and then closes
38294,HADiM_Xfgh0,30,A door creaks as a man is talking
17256,6813SgG-6Rk,8,A door creaks open slowly
8062,2EjFROWmMNU,10,A door handle being moved with a door opening
55300,SG3OMvkkAMU,30,A door handle is turned several times
102509,zpGXfAKW5Z4,30,A door hinge squeaking
17847,6PFRLv2S4iU,30,A door is banged on several times then a man speaks
9463,2nc3u8k10HI,30,A door is being jiggled
7707,25KnvP3SgUY,18,A door is being open and closed
9401,2m1tUD0k2U4,30,A door is being opened and shut loudly
11662,3hRwKy6lFQE,5,A door is being shut while a helicopter in low frequency is flying in the background
25438,A73uNwuBnT4,30,A door is being slammed shut
8866,2ZG0bWsWv-Q,6,A door is closed
13847,4ciaLTBWhBs,30,A door is closed
7921,2BBFiMuc5UQ,390,A door is closed
77771,h8z0fCd9ubg,30,A door is closed
7783,27o-SmiTumY,30,A door is closed and a man is speaking
90119,qEExRzfck2k,120,A door is closed and a woman briefly talks
20298,7Yf3zJSKY6w,5,A door is closed and a woman is speaking
12125,3slTo_1coFk,17,A door is closed and beeps
39796,I7095Ga7AsE,0,A door is closed and latches
58154,UDXWyiHPTiU,11,A door is closed and opened
36726,GC1K-gK12-8,540,A door is closed and opened while a vehicle moves followed by a man talking
19745,7HUQ_NtyY3k,30,A door is closed and the door is banged on
6831,1j3gqpBYpvU,70,A door is closed as a man speaks
31747,DK0BRQo0hpU,11,A door is closed followed by an object being hit several times
9733,2upnQH9ZtM8,30,"A door is closed, and followed by a man and woman talking"
4971,0z5TRiOKlX4,20,"A door is closed, light paper is rustled and a toilet is flushed"
6044,1PnR1ENaaUo,0,A door is closing and a man is groaning
21071,7wWlDkEa7dg,30,A door is creaked open and ominous music plays
23208,9-9QeFa-FIE,1,A door is creaking
15197,5CyXED9mKUc,0,A door is creaking loudly while moving in both directions
621,#NAME?,30,A door is heard creaking then being manipulated
31883,DNlzuS8-sgk,30,A door is hit hard
37916,GwLX-Q6GINg,12,A door is opened and a woman briefly talks
18383,6eBQn-FFKKo,14,A door is opened and birds chirp
49284,OF_DOT2urKw,10,A door is opened and closed
11809,3lCm7bb0Spo,3,A door is opened and closed as people converse in the background
93906,t8wv9Jfgpaw,30,A door is opened and pigeons flap their wings
18548,6jFl0KW-S84,30,"A door is opened and slammed shut, a large engine starts up"
367,-8LCIu-mUjw,0,A door is opened and then slammed
21230,80R3BOxUFKg,10,A door is opened followed by someone starting the engine of the motorcycle
24606,9hwh6WYaW-4,0,A door is opened followed by someone vocalizes pain
17666,6KD638dkzZ0,30,A door is opened while a man is laughing maliciously in the background
21657,8DpAirdYoL0,30,A door is pounded on then silence
15112,5B1nYSnwncs,20,A door is shut and a person says something
15066,59UL9Up9a3o,90,"A door is shut, a toilet flushes"
77973,hHnGVyirtjI,460,A door is slammed
7168,1sZFhRI0ntk,30,A door is slammed and ominous music plays
19280,73zeuw2lDwo,7,A door is slammed and people laugh and a man cries out
24864,9r6xO0Ou1iQ,30,A door is slammed in the distance
8698,2UYBhI3zw-U,1,A door is slammed into and people laugh
12449,40qS1ewdKUQ,7,A door is sliding and there are banging sounds
27619,B9JPdSzZXvc,4,A door is sliding open
25391,A5cZo65zx3A,16,A door is sliding open and being closed
14292,4oW_XTMMWg4,25,A door is sliding over a surface
20837,7ojteAGwjaA,30,A door is suddenly shut followed by a washing machine running in the background
19860,7LFjJnxlAd0,30,A door knob is being jiggled
4504,0nCtUXE0lCg,2,A door knob turns
30129,CRx6X86UJfU,1,A door makes a loud click
86616,naDHy50thqo,15,A door opened and closed followed by a crackling sound
64859,YslG-GlhEj4,0,A door opening and closing
85275,mcXufwkYXDE,10,A door opening and closing followed by metal rattling then keys jingling as a door is opening
26653,Ag8Uchjg_Pg,0,A door opening and creaking
21873,8L05L2DQj3E,0,A door opening and then closing
9679,2ta1U4LWKNI,23,A door opening and two men speaking
21281,82CEhs0CeCs,30,A door opening followed by a man screaming
70672,byG-sj-tYk4,21,A door opening followed by a man speaking then a door closing shut
11798,3kuXJo9TDw8,0,A door opening followed by a man's speech
17798,6O6d3KFIfWo,30,A door opening followed by a mans speech
76203,g1y5JoyfDqI,30,A door opening followed by a series of knocking and multiple soft thuds then a loud pop
8296,2KL_Ccz1YBM,27,A door opening followed by footsteps and a man speaking
14257,4nUDGAo9GzQ,3,A door opens after a short beep then is followed by a long beep
23925,9LKMu_4t9lU,30,A door opens and a female voice speaks
22697,8jdN1UPBpRk,20,A door opens and a main shouts
23156,8yY2r4Kxz_Q,110,A door opens and a man talks while someone laughs and some steps are taken
14389,4r1zl9r0rM4,30,A door opens and a person is walking
19166,71FdmcvarRY,30,A door opens and children speak in a foreign language
18775,6q-9MtiGfn0,120,A door opens and closes
76201,g1qKC7tqBwc,0,A door opens and closes nearby
50742,PC9V-nNfa_Q,12,A door opens and closes nearby several times
11752,3jZZdFS03QU,30,A door opens and the wind blows
2691,03-HWGOFvHQ,100,A door opens and then a child is speaking
87469,oG0coldGZrM,170,A door opens as steam hisses throughout and two men talk
45710,LwO3ZwQyjfU,190,"A door opens as wind blows, and then a man talks loudly nearby"
18727,6oS4OX8Jvco,30,A door opens quickly then closes
94879,tulkE5COFLI,0,A door opens then closes followed by thunder
57080,TVDvmHlcGm0,0,A door opens up nearby
51255,PX9YxKkO9Zo,30,A door opens while a dull thumping is continuous
85890,n3BpBBbPzS4,30,A door opens while someone coughs followed by a man talking
54484,RjeyCcFCy4E,30,"A door opens, followed by a clock tick-tocking quietly nearby, after which a bell rings"
65961,ZbtuNDtoyOI,30,"A door opens, followed by leaves rustling nearby"
13258,4O9eXzlv_Fc,30,"A door opens, hissing and a door shuts"
5848,1Kxgh-Eciz0,30,"A door opens, keys jingle and a cat meows"
16519,5n4jizau0_M,0,A door rattles against its frame
23490,98OD-7N5ItM,6,A door shuts and people are talking
82477,k_hKA8bfNAM,30,A door shuts and pigeons coo before a man speaks
10320,38kt00HZSXU,240,A door shuts followed by a speaking woman and a young boy
3597,0R0kIO-EYz0,30,"A door shuts, and a man speaks a narrative"
27745,BCu0ISyyla4,100,A door slam and a man talking
45188,La_A7ebiPKA,6,A door slamming hard
32970,Dxf7Hli7UYI,22,A door slams and a person trips over something metal
13308,4Pk1-UATkJs,30,A door slams as a car engine idles then a person begins to speak
12356,3zWkycjaCJM,30,A door slams loudly
9073,2dfTnnU5KNg,30,A door slams shut
16640,5qrzF7atbKk,30,A door slams shut
1570,#NAME?,30,A door slams shut loudly
68932,aiVZPxwhWAw,430,A door slams shut multiple times nearby
88918,pLW9rPJJv6E,30,A door slides open briefly
7573,21YZQeU-enI,30,A door slides shut while people talk
22732,8klmyQKQbXY,30,A door slides while a man is speaking
67766,_uycZTTD6gc,50,A door slides while there is mumbled speaking
22282,8YIaAqLJImk,0,A door sliding and then a woman screaming
57040,TTRjKh6sh2Q,0,A door sliding close followed by metal clacking together
80814,jNM9Ki84tC8,410,A door sliding open followed by plastic clacking then liquid spraying several times while metal lightly rattles
96079,up0tDbwlWaQ,5,A door slowly creaking open
100623,yK0XUXQULZs,0,"A door squeaks as it opens, a man is speaking with the door tapping with a squeak at the end"
27181,AvQR9p-oEAQ,3,A door squeaks followed by faint speaking in the background
22203,8VXj3w0_nq4,15,A door unlocking
9040,2cs_b3f97VE,20,A door unlocking and opening and men shouting
45639,Lt7zdJ-Y5G8,0,A door unlocks and opens
13744,4a17wOlWsow,12,A doorbell is ringing
18477,6h-pUMdJiNI,30,A doorbell rings and small dogs bark
15595,5Ndzy3VvNTA,30,"A doorbell rings, a door opens, a man and woman talk"
61584,WahqpHYfDzo,20,"A doorbell rings, followed by a man speaking nearby and music playing"
91345,rCS50Slr4tk,10,A doorknob being turned and released
20959,7sXBdnEHo68,30,"A dove cooing quietly, a man speaking, and a vehicle moving"
22308,8ZAUcUB6C0k,30,"A dove cooing, a laugh, rustling and a bird flying away"
43198,KIe6wDi0ZRA,140,"A dowel falls on the floor, followed by a door rolling up and down"
72947,dcEBYwHYPVE,30,A downpour occurs outdoors as rain steadily falls
49242,ODUK_kr_MOo,30,A dozen pigeons coo while other birds sing in the background
926,#NAME?,30,A drag race truck is driving down the track
24131,9SRUFh4J-9Y,80,A drawer is pulled open followed by clanking of kitchen silverware
16653,5rItyGyVhS0,20,A dribbling water flow is interrupted by splashing and an adult woman speaking
55240,SE0Ljn2X0ks,10,A drill a people talking and laughing
3247,0HwB7rDcXHU,30,A drill being ran in the background
94219,tNqu5EMf7f4,60,A drill blats a few times drilling into wood and a man talks normally
3013,0C1iF9cebtA,330,A drill cutting through wood
33635,EKh9aj2aj0U,160,A drill drilling
17021,61YxlqfKb2E,50,A drill drilling and male speaking
77351,gplkSMNWn2Y,10,A drill drilling through wood with a squeak
